target,opinion,sentiment,reviewID,item
lift,rises,NEU,4327,Haunted House
music store keeper,robbed,NEU,4103,Assembly Square
quality,robust,POS,2011,Stunt Show Truck
part,robust,POS,2530,Picnic in the park
gear design,robust,NEU,4332,Haunted House
elevator,robust,POS,4422,Haunted House
size,robust,POS,4769,NASA Space Shuttle Discovery
set,rocked,POS,4852,NASA Space Shuttle Discovery
driver,room,NEU,1983,School Day
cannons,room,POS,3372,Pirate Ship
internal stairwell,roomy,NEG,4508,Boutique Hotel
support legs,rotate,NEU,2275,Mobile Crane
overview,rough,NEG,215,New York City
play,rough,NEG,2066,Fire Command Unit
handling,rough,NEG,2457,Stunt Competition
play,rough,POS,2695,Stunt Plane
terrain,rough,NEG,2707,Wildlife Rescue ATV
pieces,rough,NEG,2995,Brick Separator
fingernails,rough,NEG,2995,Brick Separator
sets,rough,NEG,3004,Brick Separator
look,rough,POS,3964,Colosseum
edges,rough,NEG,3964,Colosseum
covid pandemic,rough,NEU,4012,Old Trafford - Manchester United
play,rough,NEG,4783,NASA Space Shuttle Discovery
manuals,rough shape,NEG,3871,Colosseum
characters,rounded,NEG,1440,"Belle Bottom, Kevin and Bob"
hubble telescope,rounds it off perfectly,POS,4909,NASA Space Shuttle Discovery
shelves,ruin,NEU,1206,BOOST Creative Toolbox
creator expert sets,ruin,NEG,4147,Assembly Square
points,ruin,NEG,4384,Haunted House
set,ruin,NEG,5019,Police Station
build,ruined,NEG,740,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
experience,ruined,NEG,923,1989 Batmobile™
pieces,ruined,NEG,2996,Brick Separator
nails,ruined,NEG,3065,Brick Separator
detail,ruined,NEG,3618,Race Car Transporter
face,ruins,NEG,29,Statue of Liberty
delivery,ruins,NEG,4000,Camp Nou – FC Barcelona
gears,ruins,NEG,4332,Haunted House
face,ruins an otherwise great,NEG,29,Statue of Liberty
design,rushed,NEG,619,THE BATMAN - BATMOBILE™
front light activation,rushed,NEG,619,THE BATMAN - BATMOBILE™
production,rushed,NEG,4640,Ghostbusters™ ECTO-1
lego,rushed,NEG,5181,Bookshop
car park lot,rust,NEG,4567,Ghostbusters™ ECTO-1
look,rusted,NEG,4633,Ghostbusters™ ECTO-1
door,sacrificed,NEU,4508,Boutique Hotel
walk in shower,sacrificed,NEU,4508,Boutique Hotel
flame,sad,NEG,32,Statue of Liberty
torch,sad,NEG,32,Statue of Liberty
set,sad,NEG,58,Statue of Liberty
artscience museum,sad,NEG,273,Singapore
rn,sad,NEG,512,1989 Batwing
build,sad,NEG,967,1989 Batmobile™
piece,sad,NEG,1107,1989 Batmobile™
lego,sad,NEG,1187,BOOST Creative Toolbox
build,sad,NEG,1980,School Day
set,sad,NEG,2405,Police Prisoner Transport
lego,sad,NEG,2565,Road Plates
blue plates,sad,NEG,3185,Blue Baseplate
tan plates,sad,NEG,3185,Blue Baseplate
detail,sad,NEG,4152,Assembly Square
car park lot,sad,NEG,4567,Ghostbusters™ ECTO-1
series,sad,NEG,5005,Police Station
set,sad,NEG,5149,Bookshop
build,sad point,NEG,967,1989 Batmobile™
series,sad realization,NEG,5005,Police Station
space,sad waste,NEG,3170,Gray Baseplate
bookcase,saddened,NEG,5149,Bookshop
set,sadly,NEG,691,Batman™ Cowl
aesthetic,sadly,NEG,1509,German Shepherd
oval,sadly insufficient,NEG,2618,Tracks
gotham city,safe,POS,869,Batman™ Classic TV Series Batmobile™
look,same,POS,211,New York City
color,same,POS,354,London
build,same,POS,1268,"Scrooge McDuck, Huey, Dewey & Louie"
stud shooters,sans,NEU,869,Batman™ Classic TV Series Batmobile™
bulding process,satifying,POS,918,1989 Batmobile™
set,satisfactory,POS,203,New York City
minifigures,satisfactory,POS,4140,Assembly Square
torsos,satisfactory,POS,4140,Assembly Square
set,satisfied,POS,240,New York City
set,satisfied,POS,1077,1989 Batmobile™
lego set,satisfied,POS,1103,1989 Batmobile™
parent,satisfied,POS,2085,Fire Command Unit
bricks,satisfied,POS,2920,Creative Transparent Bricks
piece,satisfied,POS,2924,Creative Transparent Bricks
colosseum,satisfied,POS,3830,Colosseum
look,satisfied,POS,4097,Assembly Square
build quality,satisfied,POS,4097,Assembly Square
pieces,satisfied,POS,4097,Assembly Square
set,satisfied,POS,4279,Assembly Square
build,satisfied,POS,4332,Haunted House
elevator mechanism,satisfied,POS,4332,Haunted House
result,satisfied,POS,4429,Haunted House
statue,satisfying,POS,50,Statue of Liberty
night,satisfying,POS,159,The White House
look,satisfying,POS,204,New York City
architecture range,satisfying,POS,289,Singapore
build,satisfying,POS,338,Paris
build,satisfying,POS,403,London
feeling,satisfying,POS,457,LEGO® DC Batman™ Batmobile™ Tumbler
build,satisfying,POS,482,LEGO® DC Batman™ Batmobile™ Tumbler
batman fan,satisfying,POS,915,1989 Batmobile™
build,satisfying,POS,915,1989 Batmobile™
lines,satisfying,POS,928,1989 Batmobile™
angles,satisfying,POS,928,1989 Batmobile™
build sections,satisfying,POS,928,1989 Batmobile™
inner excitement,satisfying,POS,938,1989 Batmobile™
build,satisfying,POS,992,1989 Batmobile™
yo,satisfying,POS,992,1989 Batmobile™
building experience,satisfying,POS,1005,1989 Batmobile™
build,satisfying,POS,1025,1989 Batmobile™
build,satisfying,POS,1498,The Mandalorian™ & the Child
attachments,satisfying,POS,1762,Passenger Airplane
time,satisfying,POS,3368,Pirate Ship
build,satisfying,POS,3388,Pirate Ship
stripes,satisfying,POS,3488,Majestic Tiger
bricks,satisfying,POS,3488,Majestic Tiger
building techniques,satisfying,POS,3507,Majestic Tiger
column,satisfying,POS,3831,Colosseum
structural changes,satisfying,POS,4512,Boutique Hotel
ecto,satisfying,POS,4590,Ghostbusters™ ECTO-1
mechanisms,satisfying,POS,4590,Ghostbusters™ ECTO-1
landing gear,satisfying,POS,4757,NASA Space Shuttle Discovery
gear,satisfying,POS,4757,NASA Space Shuttle Discovery
top rear blaster,satisfying,POS,4843,NASA Space Shuttle Discovery
landing gear,satisfying,POS,4872,NASA Space Shuttle Discovery
landing gear movable wings cockpit design,satisfying,POS,4872,NASA Space Shuttle Discovery
build,satisfying,POS,4895,NASA Space Shuttle Discovery
police station,satisfying,POS,5001,Police Station
build,satisfying,POS,5001,Police Station
modularity,satisfying,POS,5027,Police Station
effect,satisfying,POS,5066,Bookshop
costs,save,POS,1019,1989 Batmobile™
gunship,save,NEU,3087,Brick Separator
shipping cost,save,NEU,3087,Brick Separator
fingernails,save,NEU,3100,Brick Separator
sets,save up,NEG,1215,BOOST Creative Toolbox
lunar lander,save up,NEU,4766,NASA Space Shuttle Discovery
set,saved,NEU,1178,BOOST Creative Toolbox
lego boost,saved,NEU,1194,BOOST Creative Toolbox
train,saved,NEU,1656,Passenger Train
piece,saved,POS,3052,Brick Separator
pieces,saved,NEU,3052,Brick Separator
teeth pain,saves,NEU,3005,Brick Separator
teeth,saves,POS,3054,Brick Separator
nails,saves,POS,3054,Brick Separator
lego bricks,saves,NEU,3071,Brick Separator
building materials,savind,NEG,2513,Ice-Cream Truck
bags,savored,NEU,4803,NASA Space Shuttle Discovery
prices,scare,NEG,4168,Assembly Square
spares,scared,NEU,4607,Ghostbusters™ ECTO-1
face,scary,NEG,761,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
union jack dress,scary,NEG,1248,Spice Girls Tribute
black gucci dress,scary,NEG,1249,Spice Girls Tribute
piece,scary,NEG,2392,Horse Transporter
characters,scary,NEG,4386,Haunted House
enjoyment level,sceptical,NEG,4074,Assembly Square
internal walls,scooped out,NEG,4932,Police Station
ramp,scraped,NEG,2345,Car Transporter
build,scrapping,NEG,4343,Haunted House
ship,scratch,NEU,3389,Pirate Ship
cockpit pieces,scratched,NEG,537,1989 Batwing
trans black windscreens,scratched,NEG,781,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
transparent pieces,scratched,NEG,1913,Lunar Space Station
windows,scratched,NEG,4568,Ghostbusters™ ECTO-1
window pieces,scratched,NEG,4577,Ghostbusters™ ECTO-1
infact,scratched,NEG,4591,Ghostbusters™ ECTO-1
windscreen,scratched,NEG,4597,Ghostbusters™ ECTO-1
front window screen,scratched,NEG,4599,Ghostbusters™ ECTO-1
windscreen,scratched,NEG,4603,Ghostbusters™ ECTO-1
clear plastic window pieces,scratched,NEG,4606,Ghostbusters™ ECTO-1
windshield,scratched,NEG,4640,Ghostbusters™ ECTO-1
silver curved tiles,scratched,NEG,4789,NASA Space Shuttle Discovery
windows,scratched up,NEG,782,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
windows,scratches,NEG,4572,Ghostbusters™ ECTO-1
teeth marks,scratches broken,NEG,2976,Brick Separator
build,screams,POS,4952,Police Station
build,screams details,POS,4952,Police Station
brand,screwing up,NEG,2430,Rescue Helicopter Transport
pieces,scuffed,NEG,1474,The Mandalorian™ & the Child
windows,scuffed,NEG,4568,Ghostbusters™ ECTO-1
window pieces,scuffed,NEG,4577,Ghostbusters™ ECTO-1
speed bumps,scuffed up,NEG,2566,Road Plates
modular street,seamlessly,POS,4259,Assembly Square
exterior,seamlessly,POS,5031,Police Station
shard,second,NEU,356,London
skyline,second,NEU,356,London
home alone set,second,NEU,897,Batman™ Classic TV Series Batmobile™
design,second,NEU,1199,BOOST Creative Toolbox
assembly square,second,NEU,4224,Assembly Square
build,second favorite,POS,1000,1989 Batmobile™
lego system,second to none,NEG,1705,Passenger Train
donut shop,secret,NEU,5012,Police Station
marine animal wheel,secret surprise,NEU,3682,Deep Sea Creatures
axle,secure,NEU,1014,1989 Batmobile™
build,secure,POS,1019,1989 Batmobile™
roof,secure,POS,3464,Caravan Family Holiday
pieces,securely,NEU,460,LEGO® DC Batman™ Batmobile™ Tumbler
wall,securely,POS,519,1989 Batwing
brick,securely,NEU,1134,1989 Batmobile™
construction,segmented,NEG,3837,Colosseum
step by step guidance,self explanatory,NEG,3303,Medieval Castle
title,self explanatory,NEG,4107,Assembly Square
flaps,semi work,NEG,4745,NASA Space Shuttle Discovery
show,sentimental,POS,1579,Chip & Dale
tiles,separate,NEU,195,New York City
roof parts,separate,NEU,481,LEGO® DC Batman™ Batmobile™ Tumbler
colour,separate,NEU,1139,BOOST Creative Toolbox
instruction book parts,separate,POS,1290,Demogorgon & Eleven
format,separate,NEU,1849,Wildlife Rescue Camp
instructions,separate,NEU,1849,Wildlife Rescue Camp
sections,separate,NEU,1851,Wildlife Rescue Camp
assembly,separate,NEU,1879,Wildlife Rescue Operation
assembly,separate,NEU,2147,Wildlife Rescue Off-Roader
characters,separate,NEG,2412,Police Prisoner Transport
pulling vehicles,separate,NEU,2481,Holiday Camper Van
theme,separate,NEU,2723,Demolition Stunt Bike
plates,separate,NEU,3074,Brick Separator
bricks,separate,NEU,3079,Brick Separator
lego pieces,separate,NEU,3142,Brick Separator
instruction booklets,separate,NEU,3668,Deep Sea Creatures
angler fish,separate,NEU,3668,Deep Sea Creatures
buildings,separate,NEU,4081,Assembly Square
bedroom,separate,NEU,4103,Assembly Square
windows,separate,NEU,4602,Ghostbusters™ ECTO-1
program blocks,separated,NEU,1164,BOOST Creative Toolbox
layers,separated,NEG,4069,Assembly Square
move hub,separately,NEU,1169,BOOST Creative Toolbox
wiggle pieces,separately,NEU,1684,Passenger Train
hubble,separately,NEU,4769,NASA Space Shuttle Discovery
bricks,separates,NEG,3067,Brick Separator
brick separater,separates,NEG,3101,Brick Separator
price,serious,NEG,752,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
play action,serious,NEG,1786,Stunt Show Arena
lego kit,serious,NEG,3655,Supersonic-jet
set,serious,NEG,5176,Bookshop
building,seriously,POS,3043,Brick Separator
building,seriously,POS,4416,Haunted House
bar,sets,POS,2069,Fire Command Unit
bar,sets,POS,3680,Deep Sea Creatures
bar,sets,POS,5045,Police Station
horns,seven,NEG,1416,Lady Liberty
compromises,sever,NEG,5090,Bookshop
hubble telescope,severely scratched,NEG,4826,NASA Space Shuttle Discovery
price,shame,NEG,329,Paris
build technique,shame,NEG,329,Paris
front,shame,NEG,1680,Passenger Train
jibs,shame,NEG,1708,Cargo Train
breakdown cranes,shame,NEG,1708,Cargo Train
lego packaging,shame,NEG,1733,Rocket Launch Center
system,shame,NEG,2550,Road Plates
expert fairground theme,shame,NEG,3410,Ferris Wheel
fun fair rides,shame,NEG,3410,Ferris Wheel
detail,shame,NEG,4127,Assembly Square
set,shame,NEG,4152,Assembly Square
deloreon,shame,NEG,4573,Ghostbusters™ ECTO-1
windscreen,shame,NEG,4599,Ghostbusters™ ECTO-1
scuffs,shame,NEG,4641,Ghostbusters™ ECTO-1
window elements,shame,NEG,4641,Ghostbusters™ ECTO-1
plates,shame,NEG,4767,NASA Space Shuttle Discovery
srb s,shame,NEG,4784,NASA Space Shuttle Discovery
stickers,shame,NEG,4859,NASA Space Shuttle Discovery
payload bay doors,shame,NEG,4859,NASA Space Shuttle Discovery
niggle,shame,NEG,4912,NASA Space Shuttle Discovery
station,shame,NEG,4944,Police Station
dog van,shame,NEG,4944,Police Station
grandfather clock,shame,NEG,5068,Bookshop
interior wall,shame,NEG,5068,Bookshop
body,shapeless,NEG,59,Statue of Liberty
build project,shared,NEU,1290,Demogorgon & Eleven
edge,sharp,NEG,2986,Brick Separator
foot claw pieces,sharp,NEG,3724,Mighty Dinosaurs
examine,sharp,POS,4780,NASA Space Shuttle Discovery
design,sharp retro,POS,882,Batman™ Classic TV Series Batmobile™
size,sheer,POS,522,1989 Batwing
weight,sheer,NEG,1130,1989 Batmobile™
size,sheer,POS,4157,Assembly Square
size,sheer,POS,4369,Haunted House
geometry,sheer,POS,4499,Boutique Hotel
set,shines,POS,68,Statue of Liberty
outcome,shines,POS,1619,Mickey Mouse
look,shiny,POS,2554,Road Plates
hst shielding,shiny,NEU,4723,NASA Space Shuttle Discovery
stickers,shiny,NEG,4771,NASA Space Shuttle Discovery
paper,shiny black,NEG,4966,Police Station
ucs y wing,shocked,NEG,931,1989 Batmobile™
price,shocked,NEG,1634,First Order Stormtrooper™
train,shocked,NEG,1665,Passenger Train
build,shocked,POS,3674,Deep Sea Creatures
train,shocked by how big,NEG,1665,Passenger Train
pieces,shocking,NEG,162,The White House
lego,short,NEG,195,New York City
circuit,short,NEG,1161,BOOST Creative Toolbox
attention span,short,NEG,1782,Stunt Show Arena
built,short,NEG,2813,Skate Park
attention span,short,NEG,2894,LEGO® Medium Creative Brick Box
legs,short,NEG,3592,Safari Wildlife Tree House
build option,short,NEU,3743,Mighty Dinosaurs
packaging,short,NEG,3861,Colosseum
recovery,short,NEG,4319,Haunted House
levels,short,NEG,5083,Bookshop
details,short,NEG,5143,Bookshop
lego,short,NEG,5181,Bookshop
time,short,NEG,5181,Bookshop
software,shortcoming,NEG,1153,BOOST Creative Toolbox
chain,shortening,NEG,4376,Haunted House
spare piece,shorter,NEU,1037,1989 Batmobile™
rd floor,shorter,NEG,4470,Boutique Hotel
height,shorter,NEG,5170,Bookshop
passenger seat,shortfall,NEG,1983,School Day
steps,should not be so detailed,NEG,4621,Ghostbusters™ ECTO-1
price point,shouldn t exist,NEU,3848,Colosseum
moving drawbridge,show off,NEG,3282,Medieval Castle
piano,show off,POS,4124,Assembly Square
drum set,show off,POS,4124,Assembly Square
software,shut down,NEU,1153,BOOST Creative Toolbox
website,sideways,NEG,199,New York City
shooting,sideways,NEU,2129,Police Patrol Boat
pieces,significant,NEU,2569,Road Plates
black hook pieces,significant,NEU,4308,Assembly Square
divots,significant,NEG,4308,Assembly Square
hubble telescope,significant bonus,NEU,4753,NASA Space Shuttle Discovery
frontage,significantly recessed,NEG,4985,Police Station
functions,silent,NEG,1705,Passenger Train
green hub button,silent,NEU,1705,Passenger Train
batmobile,similar,NEU,515,1989 Batwing
batwing,similar,NEU,515,1989 Batwing
colors,similar,POS,607,Jim Lee Batman™ Collection
building,similar,NEG,1153,BOOST Creative Toolbox
drag and drop commands,similar,NEU,1169,BOOST Creative Toolbox
functions loops events,similar,NEU,1169,BOOST Creative Toolbox
colors,similar,NEG,1221,BOOST Creative Toolbox
cat,similar,POS,1350,Shorthair Cats
mandalorian figure,similar,POS,1483,The Mandalorian™ & the Child
boba fett figure,similar,NEU,1483,The Mandalorian™ & the Child
train,similar,NEG,1668,Passenger Train
train,similar,NEU,1668,Passenger Train
set,similar,POS,1845,Wildlife Rescue Camp
instructions,similar,NEU,2886,Bricks and Wheels
clipper ships,similar,NEU,3357,Pirate Ship
lego house,similar,NEU,3524,Surfer Beach House
sets,similar,NEU,3524,Surfer Beach House
pieces,similar,NEG,3535,Space Shuttle Adventure
sets,similar,NEU,4102,Assembly Square
value of assembly square,similar,NEU,4102,Assembly Square
colors,similar,NEG,4130,Assembly Square
architecture,similar,POS,4164,Assembly Square
style,similar,POS,4281,Assembly Square
height,similar,POS,4281,Assembly Square
bricks colors,similar,POS,5010,Police Station
design,similar,POS,5130,Bookshop
colours,similar,POS,5173,Bookshop
clipper ships,similar replica,NEU,3357,Pirate Ship
design,similar sleek,POS,552,1989 Batwing
quality,similarly priced,NEG,752,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
harry potter,similarly scaled,NEU,4937,Police Station
burton batmobile,similarly sized,NEU,859,Batman™ Classic TV Series Batmobile™
builds,simple,POS,52,Statue of Liberty
vw beetle,simple,NEU,52,Statue of Liberty
yellow submarine,simple,NEU,52,Statue of Liberty
crescent shape,simple,NEU,123,Taj Mahal
build,simple,POS,194,New York City
build,simple,POS,205,New York City
display piece,simple,POS,205,New York City
build,simple,POS,211,New York City
flatiron building,simple,POS,238,New York City
